Année;Mois;Service;Gare de départ;Gare d'arrivée;Durée moyenne du trajet (min);Nombre de circulations prévues;Nombre de trains annulés;Commentaire (facultatif) annulations;Nombre de trains en retard au départ;Retard moyen des trains en retard au départ (min);Retard moyen de tous les trains au départ (min);Commentaire (facultatif) retards au départ;Nombre de trains en retard à l'arrivée;Retard moyen des trains en retard à l'arrivée (min);Retard moyen de tous les trains à l'arrivée (min);Commentaire (facultatif) retards à l'arrivée;% trains en retard pour causes externes (météo, obstacles, colis suspects, malveillance, mouvements sociaux, etc.);% trains en retard à cause infrastructure ferroviaire (maintenance, travaux);% trains en retard à cause gestion trafic (circulation sur ligne ferroviaire, interactions réseaux);% trains en retard à cause matériel roulant;% trains en retard à cause gestion en gare et réutilisation de matériel;% trains en retard à cause prise en compte voyageurs (affluence, gestions PSH, correspondances);Nombre trains en retard > 15min;Retard moyen trains en retard > 15min;Nombre trains en retard > 30min;Nombre trains en retard > 60min;Période;Retard pour causes externes;Retard à cause infrastructure ferroviaire;Retard à cause gestion trafic;Retard à cause matériel roulant;Retard à cause gestion en gare et réutilisation de matériel;Retard à cause prise en compte voyageurs
2019;8.0;;PARIS LYON;BELLEGARDE (AIN);162.204819277;166.0;0.0;;44.0;7.89431818182;1.72008032129;;28.0;29.1797619048;7.25220883534;;0.214285714286;0.0357142857143;0.392857142857;0.214285714286;0.142857142857;0.0;17.0;40.7980392157;9.0;4.0;2019-08;21.428571428599998;3.57142857143;39.2857142857;21.428571428599998;14.2857142857;0.0
2019;8.0;;DIJON VILLE;PARIS LYON;98.6405063291;400.0;5.0;;321.0;4.73317757009;3.81497890295;;32.0;41.0713541667;2.4435443038;;0.3125;0.15625;0.28125;0.1875;0.0625;0.0;22.0;53.6621212121;14.0;7.0;2019-08;31.25;15.625;28.125;18.75;6.25;0.0
2019;8.0;;GRENOBLE;PARIS LYON;183.673758865;141.0;0.0;;33.0;245.081313131;57.3594562648;;9.0;29.4166666667;2.20307328605;;0.444444444444;0.111111111111;0.333333333333;0.0;0.111111111111;0.0;9.0;29.4166666667;2.0;1.0;2019-08;44.4444444444;11.1111111111;33.333333333300004;0.0;11.1111111111;0.0
2019;8.0;;PARIS LYON;LYON PART DIEU;120.771812081;447.0;0.0;;108.0;2.73904320988;0.259433258762;;31.0;27.9016129032;2.02431021626;;0.193548387097;0.193548387097;0.387096774194;0.0967741935484;0.129032258065;0.0;18.0;39.7240740741;8.0;2.0;2019-08;19.3548387097;19.3548387097;38.7096774194;9.67741935484;12.903225806499998;0.0
2019;8.0;;PARIS LYON;MARSEILLE ST CHARLES;200.785171103;530.0;4.0;;157.0;6.66889596603;1.5969581749;;55.0;44.3996969697;6.6487008872;;0.148148148148;0.296296296296;0.185185185185;0.314814814815;0.0555555555556;0.0;55.0;44.3996969697;30.0;13.0;2019-08;14.8148148148;29.6296296296;18.5185185185;31.4814814815;5.555555555560001;0.0
2019;8.0;;MARSEILLE ST CHARLES;PARIS LYON;204.24;450.0;0.0;;193.0;7.48696027634;2.90881481481;;66.0;39.6297979798;6.60022222222;;0.323076923077;0.215384615385;0.230769230769;0.153846153846;0.0461538461538;0.0307692307692;66.0;39.6297979798;26.0;13.0;2019-08;32.307692307699995;21.538461538500002;23.076923076899998;15.3846153846;4.61538461538;3.07692307692
2019;8.0;;NICE VILLE;PARIS LYON;357.057471264;261.0;0.0;;227.0;3.23127753304;2.77803320562;;50.0;40.7556666667;9.25727969349;;0.30612244898;0.448979591837;0.142857142857;0.0816326530612;0.0;0.0204081632653;50.0;40.7556666667;23.0;9.0;2019-08;30.612244898;44.897959183699996;14.2857142857;8.16326530612;0.0;2.04081632653
2019;8.0;;PARIS LYON;PERPIGNAN;305.660377358;212.0;0.0;;77.0;12.1158008658;3.99150943396;;47.0;48.4276595745;12.4192610063;;0.195652173913;0.239130434783;0.195652173913;0.260869565217;0.0434782608696;0.0652173913043;47.0;48.4276595745;20.0;11.0;2019-08;19.5652173913;23.9130434783;19.5652173913;26.0869565217;4.3478260869600005;6.52173913043
2019;8.0;;LYON PART DIEU;MARSEILLE ST CHARLES;110.147540984;427.0;0.0;;348.0;6.40761494253;5.1868462139;;106.0;23.7550314465;7.4787275566;;0.173076923077;0.153846153846;0.423076923077;0.0769230769231;0.0576923076923;0.115384615385;68.0;30.1933823529;23.0;9.0;2019-08;17.307692307700002;15.3846153846;42.3076923077;7.692307692310001;5.76923076923;11.5384615385
2019;8.0;;MARSEILLE ST CHARLES;LYON PART DIEU;105.674418605;413.0;26.0;;255.0;2.95843137255;1.8431955211;;88.0;26.9854166667;8.73337639966;;0.147727272727;0.204545454545;0.352272727273;0.113636363636;0.0454545454545;0.136363636364;53.0;36.6632075472;23.0;6.0;2019-08;14.772727272700001;20.4545454545;35.227272727300004;11.363636363600001;4.54545454545;13.6363636364
2019;8.0;;MONTPELLIER;LYON PART DIEU;112.990196078;204.0;0.0;;185.0;5.90891891892;5.3454248366;;48.0;26.8979166667;8.15596405229;;0.127659574468;0.255319148936;0.234042553191;0.127659574468;0.148936170213;0.106382978723;30.0;35.7361111111;10.0;5.0;2019-08;12.7659574468;25.5319148936;23.404255319100002;12.7659574468;14.8936170213;10.638297872299999
2019;8.0;;STUTTGART;PARIS EST;191.883561644;146.0;0.0;;145.0;5.3083908046;5.05799086758;;24.0;25.5361111111;5.56506849315;;0.0;0.0869565217391;0.391304347826;0.217391304348;0.0;0.304347826087;22.0;26.7742424242;7.0;1.0;2019-08;0.0;8.69565217391;39.1304347826;21.7391304348;0.0;30.4347826087
2019;8.0;;GENEVE;PARIS LYON;187.783236994;173.0;0.0;;173.0;3.12100192678;3.12100192678;;17.0;31.0529411765;3.99768786127;;0.0588235294118;0.117647058824;0.470588235294;0.176470588235;0.0588235294118;0.117647058824;16.0;32.3302083333;7.0;1.0;2019-08;5.882352941180001;11.764705882400001;47.0588235294;17.6470588235;5.882352941180001;11.764705882400001
2019;9.0;;PARIS MONTPARNASSE;ANGERS SAINT LAUD;95.7149643705;424.0;3.0;;302.0;6.43857615894;4.47790973872;;40.0;28.4666666667;3.16456848773;;0.3;0.15;0.275;0.2;0.075;0.0;26.0;38.3717948718;13.0;4.0;2019-09;30.0;15.0;27.500000000000004;20.0;7.5;0.0
2019;9.0;;BREST;PARIS MONTPARNASSE;231.486891386;267.0;0.0;;147.0;31.4195011338;17.2973782772;;10.0;30.2316666667;2.65131086142;;0.222222222222;0.333333333333;0.222222222222;0.111111111111;0.0;0.111111111111;10.0;30.2316666667;4.0;0.0;2019-09;22.2222222222;33.333333333300004;22.2222222222;11.1111111111;0.0;11.1111111111
2019;9.0;;NANTES;PARIS MONTPARNASSE;135.865168539;537.0;3.0;;260.0;6.07544871795;2.69338327091;;38.0;32.9166666667;2.35783395755;;0.222222222222;0.305555555556;0.222222222222;0.25;0.0;0.0;25.0;43.882;13.0;6.0;2019-09;22.2222222222;30.5555555556;22.2222222222;25.0;0.0;0.0
2019;9.0;;ST MALO;PARIS MONTPARNASSE;164.977272727;91.0;3.0;;73.0;1.47146118721;1.16079545455;;6.0;44.725;3.07689393939;;0.166666666667;0.333333333333;0.0;0.333333333333;0.166666666667;0.0;5.0;51.5866666667;2.0;2.0;2019-09;16.6666666667;33.333333333300004;0.0;33.333333333300004;16.6666666667;0.0
2019;9.0;;PARIS MONTPARNASSE;ST PIERRE DES CORPS;67.256281407;399.0;1.0;;287.0;7.35662020906;5.130360134;;49.0;16.9721088435;2.37110552764;;0.195652173913;0.108695652174;0.434782608696;0.195652173913;0.0434782608696;0.0217391304348;16.0;36.5239583333;7.0;2.0;2019-09;19.5652173913;10.8695652174;43.4782608696;19.5652173913;4.3478260869600005;2.1739130434800003
2019;9.0;;PARIS MONTPARNASSE;TOURS;79.9447513812;181.0;0.0;;130.0;6.82974358974;4.70847145488;;22.0;12.2121212121;2.30939226519;;0.222222222222;0.0555555555556;0.611111111111;0.0;0.111111111111;0.0;4.0;29.3458333333;2.0;0.0;2019-09;22.2222222222;5.555555555560001;61.1111111111;0.0;11.1111111111;0.0
2019;9.0;;REIMS;PARIS EST;46.565;200.0;0.0;;132.0;4.52651515152;2.922;;28.0;20.6458333333;3.52183333333;;0.12;0.24;0.36;0.12;0.16;0.0;12.0;36.9333333333;5.0;2.0;2019-09;12.0;24.0;36.0;12.0;16.0;0.0
2019;9.0;;PARIS EST;STRASBOURG;116.084313725;515.0;5.0;;374.0;4.32054367201;3.10738562092;;35.0;31.5485714286;2.71787581699;;0.285714285714;0.2;0.171428571429;0.228571428571;0.0571428571429;0.0571428571429;28.0;36.3666666667;13.0;4.0;2019-09;28.5714285714;20.0;17.1428571429;22.857142857099998;5.71428571429;5.71428571429
2019;9.0;;DOUAI;PARIS NORD;77.2079207921;206.0;4.0;;166.0;37.5963855422;30.7948844884;;33.0;22.5919191919;4.78325082508;;0.137931034483;0.137931034483;0.448275862069;0.0689655172414;0.206896551724;0.0;15.0;38.7744444444;5.0;2.0;2019-09;13.7931034483;13.7931034483;44.8275862069;6.89655172414;20.689655172400002;0.0
2019;9.0;;PARIS NORD;DUNKERQUE;114.982758621;237.0;5.0;;125.0;31.8454666667;16.91875;;21.0;48.0952380952;4.58189655172;;0.666666666667;0.0952380952381;0.0;0.190476190476;0.047619047619;0.0;18.0;53.9444444444;10.0;6.0;2019-09;66.6666666667;9.523809523810002;0.0;19.0476190476;4.7619047619;0.0
2019;9.0;;DUNKERQUE;PARIS NORD;117.526315789;233.0;5.0;;9.0;22.1111111111;0.872807017544;;24.0;26.3506944444;3.75402046784;;0.217391304348;0.304347826087;0.347826086957;0.0434782608696;0.0434782608696;0.0434782608696;15.0;34.8488888889;7.0;1.0;2019-09;21.7391304348;30.4347826087;34.7826086957;4.3478260869600005;4.3478260869600005;4.3478260869600005
2019;9.0;;LILLE;PARIS NORD;63.5805309735;569.0;4.0;;312.0;5.11821581197;2.68454277286;;76.0;25.7927631579;3.35879056047;;0.238805970149;0.283582089552;0.119402985075;0.134328358209;0.194029850746;0.0298507462687;30.0;52.3194444444;16.0;8.0;2019-09;23.8805970149;28.3582089552;11.9402985075;13.4328358209;19.4029850746;2.98507462687
2019;9.0;;LYON PART DIEU;LILLE;186.857142857;207.0;4.0;;176.0;8.22121212121;7.10779967159;;52.0;26.8987179487;10.5660098522;;0.115384615385;0.230769230769;0.365384615385;0.115384615385;0.0961538461538;0.0769230769231;40.0;37.0564102564;12.0;6.0;2019-09;11.5384615385;23.076923076899998;36.5384615385;11.5384615385;9.61538461538;7.692307692310001
2019;9.0;;MARNE LA VALLEE;MARSEILLE ST CHARLES;216.44214876;243.0;1.0;;212.0;7.92264150943;6.91873278237;;31.0;51.5741935484;9.3597107438;;0.322580645161;0.0967741935484;0.129032258065;0.225806451613;0.129032258065;0.0967741935484;31.0;51.5741935484;14.0;9.0;2019-09;32.2580645161;9.67741935484;12.903225806499998;22.5806451613;12.903225806499998;9.67741935484
2019;9.0;;AIX EN PROVENCE TGV;PARIS LYON;190.519417476;417.0;5.0;;404.0;7.4475660066;7.30052588997;;51.0;31.4969387755;6.975;;0.163265306122;0.408163265306;0.142857142857;0.224489795918;0.0204081632653;0.0408163265306;51.0;36.3043333333;19.0;5.0;2019-09;16.3265306122;40.8163265306;14.2857142857;22.4489795918;2.04081632653;4.08163265306
2019;9.0;;ANNECY;PARIS LYON;229.635714286;141.0;1.0;;13.0;3.22051282051;0.289404761905;;29.0;26.9408045977;8.10952380952;;0.241379310345;0.241379310345;0.379310344828;0.0344827586207;0.0344827586207;0.0689655172414;29.0;26.9408045977;10.0;1.0;2019-09;24.1379310345;24.1379310345;37.9310344828;3.44827586207;3.44827586207;6.89655172414
2019;9.0;;PARIS LYON;DIJON VILLE;96.0143884892;419.0;2.0;;122.0;4.79084699454;1.09320543565;;42.0;31.7246031746;3.16370903277;;0.19512195122;0.0975609756098;0.146341463415;0.512195121951;0.0487804878049;0.0;25.0;44.6206666667;7.0;2.0;2019-09;19.512195122;9.756097560979999;14.634146341500001;51.2195121951;4.8780487804899995;0.0
2019;9.0;;MACON LOCHE;PARIS LYON;100.559139785;189.0;3.0;;178.0;8.38511235955;8.01657706093;;36.0;29.0162037037;7.19202508961;;0.25;0.138888888889;0.361111111111;0.166666666667;0.0277777777778;0.0555555555556;24.0;37.5666666667;10.0;2.0;2019-09;25.0;13.8888888889;36.1111111111;16.6666666667;2.7777777777800003;5.555555555560001
2019;9.0;;MONTPELLIER;PARIS LYON;209.572490706;269.0;0.0;;250.0;9.06386666667;8.40799256506;;25.0;43.838;5.71747211896;;0.16;0.4;0.04;0.24;0.12;0.04;25.0;43.838;15.0;4.0;2019-09;16.0;40.0;4.0;24.0;12.0;4.0
2019;9.0;;PARIS LYON;MULHOUSE VILLE;168.614334471;294.0;1.0;;95.0;3.98578947368;1.02781569966;;32.0;42.1052083333;5.2358930603;;0.25;0.0;0.1875;0.4375;0.125;0.0;22.0;55.4446969697;10.0;2.0;2019-09;25.0;0.0;18.75;43.75;12.5;0.0
2019;9.0;;NICE VILLE;PARIS LYON;359.116161616;201.0;3.0;;148.0;3.90720720721;2.85033670034;;32.0;31.355;7.62601010101;;0.0666666666667;0.433333333333;0.233333333333;0.166666666667;0.1;0.0;32.0;31.6639784946;12.0;3.0;2019-09;6.66666666667;43.3333333333;23.3333333333;16.6666666667;10.0;0.0
2019;9.0;;LYON PART DIEU;MARSEILLE ST CHARLES;109.353424658;372.0;7.0;;273.0;6.84768009768;5.05479452055;;72.0;29.0784722222;7.3503196347;;0.154929577465;0.253521126761;0.295774647887;0.12676056338;0.0704225352113;0.0985915492958;54.0;34.7413580247;23.0;6.0;2019-09;15.4929577465;25.352112676100003;29.5774647887;12.676056338;7.04225352113;9.859154929579999
2019;9.0;;MARSEILLE ST CHARLES;LYON PART DIEU;106.471976401;343.0;4.0;;207.0;5.12745571659;3.01130776794;;57.0;24.2137426901;7.46440511308;;0.122807017544;0.210526315789;0.456140350877;0.0701754385965;0.0526315789474;0.0877192982456;38.0;36.3716216216;11.0;6.0;2019-09;12.2807017544;21.052631578899998;45.6140350877;7.017543859649999;5.26315789474;8.77192982456
2019;9.0;;PARIS LYON;ITALIE;439.791208791;92.0;1.0;;32.0;36.7286458333;12.5368131868;;13.0;62.1666666667;6.57692307692;;0.375;0.125;0.125;0.25;0.0;0.125;13.0;68.15;8.0;3.0;2019-09;37.5;12.5;12.5;25.0;0.0;12.5
2019;9.0;;ZURICH;PARIS LYON;239.440559441;143.0;0.0;;143.0;1.23997668998;1.23997668998;;10.0;32.4033333333;4.36328671329;;0.1;0.3;0.2;0.3;0.1;0.0;8.0;36.9604166667;6.0;1.0;2019-09;10.0;30.0;20.0;30.0;10.0;0.0
2019;9.0;;MARSEILLE ST CHARLES;MADRID;199.133333333;30.0;0.0;;21.0;0.904761904762;0.596666666667;;6.0;38.7194444444;8.98333333333;;0.166666666667;0.5;0.333333333333;0.0;0.0;0.0;5.0;43.4633333333;3.0;1.0;2019-09;16.6666666667;50.0;33.333333333300004;0.0;0.0;0.0
2019;9.0;;PARIS LYON;BARCELONA;330.65;60.0;0.0;;22.0;12.3363636364;4.18777777778;;15.0;39.1742424242;12.1725;;0.272727272727;0.363636363636;0.272727272727;0.0;0.0;0.0909090909091;15.0;48.0375;7.0;2.0;2019-09;27.2727272727;36.3636363636;27.2727272727;0.0;0.0;9.09090909091
2019;11.0;;ANGOULEME;PARIS MONTPARNASSE;125.239382239;267.0;8.0;;208.0;6.26145833333;4.95984555985;;54.0;27.7179012346;7.50791505792;;0.11320754717;0.415094339623;0.264150943396;0.0754716981132;0.11320754717;0.0188679245283;33.0;37.3439393939;16.0;4.0;2019-11;11.320754717;41.5094339623;26.4150943396;7.54716981132;11.320754717;1.88679245283
2019;11.0;;PARIS MONTPARNASSE;LAVAL;81.5895196507;233.0;4.0;;152.0;10.2793859649;6.63253275109;;46.0;21.9891304348;5.19890829694;;0.105263157895;0.289473684211;0.210526315789;0.315789473684;0.0526315789474;0.0263157894737;14.0;52.030952381;8.0;4.0;2019-11;10.5263157895;28.947368421100002;21.052631578899998;31.5789473684;5.26315789474;2.63157894737
2019;11.0;;LAVAL;PARIS MONTPARNASSE;85.0379146919;216.0;5.0;;129.0;5.2149870801;3.0467614534;;56.0;16.1910714286;5.23285939968;;0.142857142857;0.265306122449;0.326530612245;0.142857142857;0.0612244897959;0.0612244897959;14.0;39.1369047619;7.0;2.0;2019-11;14.2857142857;26.5306122449;32.6530612245;14.2857142857;6.12244897959;6.12244897959
2019;11.0;;PARIS MONTPARNASSE;LE MANS;54.979020979;437.0;8.0;;309.0;7.1738403452;5.03352758353;;78.0;19.4517094017;4.04700854701;;0.0821917808219;0.178082191781;0.452054794521;0.246575342466;0.041095890411;0.0;20.0;53.2141666667;10.0;7.0;2019-11;8.21917808219;17.8082191781;45.2054794521;24.6575342466;4.1095890411000005;0.0
2019;11.0;;LE MANS;PARIS MONTPARNASSE;57.6973365617;420.0;7.0;;379.0;5.86495162709;5.36448748991;;122.0;17.6700819672;5.76642453592;;0.148148148148;0.407407407407;0.203703703704;0.12962962963;0.0555555555556;0.0555555555556;33.0;41.8378787879;14.0;7.0;2019-11;14.8148148148;40.7407407407;20.3703703704;12.962962962999999;5.555555555560001;5.555555555560001
2019;11.0;;PARIS MONTPARNASSE;VANNES;151.856435644;207.0;5.0;;139.0;5.97721822542;3.92244224422;;25.0;30.04;4.75247524752;;0.208333333333;0.333333333333;0.25;0.125;0.0416666666667;0.0416666666667;16.0;39.8125;7.0;2.0;2019-11;20.8333333333;33.333333333300004;25.0;12.5;4.16666666667;4.16666666667
2019;11.0;;VANNES;PARIS MONTPARNASSE;154.841121495;222.0;8.0;;171.0;5.11764132554;4.08933021807;;46.0;29.3757246377;8.24836448598;;0.318181818182;0.318181818182;0.0681818181818;0.227272727273;0.0454545454545;0.0227272727273;34.0;35.587254902;15.0;5.0;2019-11;31.818181818199996;31.818181818199996;6.818181818179999;22.7272727273;4.54545454545;2.27272727273
2019;11.0;;RENNES;LYON PART DIEU;234.597701149;89.0;2.0;;69.0;19.9292270531;15.7542145594;;16.0;26.0125;6.48620689655;;0.0625;0.3125;0.25;0.125;0.125;0.125;16.0;26.0125;4.0;0.0;2019-11;6.25;31.25;25.0;12.5;12.5;12.5
2019;11.0;;PARIS EST;METZ;85.4765100671;305.0;7.0;;227.0;3.92342143906;2.93137583893;;44.0;22.3992424242;3.34731543624;;0.190476190476;0.214285714286;0.0238095238095;0.357142857143;0.190476190476;0.0238095238095;24.0;33.1645833333;9.0;2.0;2019-11;19.0476190476;21.428571428599998;2.38095238095;35.7142857143;19.0476190476;2.38095238095
2019;11.0;;METZ;PARIS EST;85.9078498294;298.0;5.0;;223.0;4.24275037369;3.17889647327;;63.0;15.6021164021;3.92275312856;;0.140350877193;0.19298245614;0.421052631579;0.105263157895;0.0877192982456;0.0526315789474;26.0;25.7467948718;7.0;1.0;2019-11;14.035087719299998;19.298245614000002;42.105263157900005;10.5263157895;8.77192982456;5.26315789474
2019;11.0;;PARIS EST;NANCY;95.7122302158;285.0;7.0;;204.0;2.5364379085;1.79064748201;;19.0;33.1956140351;2.6345323741;;0.315789473684;0.315789473684;0.0526315789474;0.263157894737;0.0526315789474;0.0;14.0;41.1476190476;7.0;2.0;2019-11;31.5789473684;31.5789473684;5.26315789474;26.3157894737;5.26315789474;0.0
2019;11.0;;STRASBOURG;PARIS EST;116.203960396;514.0;9.0;;431.0;4.77072699149;4.03749174917;;75.0;27.9262222222;5.0798019802;;0.180555555556;0.208333333333;0.263888888889;0.194444444444;0.0833333333333;0.0694444444444;55.0;33.6454545455;25.0;5.0;2019-11;18.0555555556;20.8333333333;26.3888888889;19.4444444444;8.33333333333;6.944444444439999
2019;11.0;;PARIS NORD;ARRAS;51.4470588235;270.0;15.0;;113.0;5.57536873156;2.21960784314;;46.0;15.8844202899;3.65516339869;;0.209302325581;0.186046511628;0.139534883721;0.162790697674;0.279069767442;0.0232558139535;17.0;35.009375;7.0;2.0;2019-11;20.930232558100002;18.6046511628;13.9534883721;16.2790697674;27.9069767442;2.32558139535
2019;11.0;;ARRAS;PARIS NORD;54.537414966;311.0;17.0;;232.0;2.47607758621;1.90311791383;;55.0;12.5387878788;3.47755102041;;0.153846153846;0.25;0.403846153846;0.0384615384615;0.115384615385;0.0384615384615;12.0;26.7866666667;4.0;0.0;2019-11;15.3846153846;25.0;40.384615384599996;3.84615384615;11.5384615385;3.84615384615
2019;11.0;;PARIS NORD;DOUAI;67.0;172.0;5.0;;65.0;5.25487179487;1.75778443114;;25.0;20.9686666667;2.34001996008;;0.166666666667;0.291666666667;0.0416666666667;0.25;0.208333333333;0.0416666666667;9.0;43.1796296296;7.0;2.0;2019-11;16.6666666667;29.166666666699996;4.16666666667;25.0;20.8333333333;4.16666666667
2019;11.0;;TOURCOING;BORDEAUX ST JEAN;289.0;24.0;0.0;;6.0;3.27222222222;0.818055555556;;1.0;18.5333333333;3.72430555556;;0.0;0.0;0.0;0.0;1.0;0.0;1.0;18.5333333333;0.0;0.0;2019-11;0.0;0.0;0.0;0.0;100.0;0.0
2019;11.0;;LYON PART DIEU;MARNE LA VALLEE;110.18018018;228.0;6.0;;184.0;9.0964673913;7.51336336336;;54.0;26.087345679;6.54294294294;;0.296296296296;0.185185185185;0.222222222222;0.222222222222;0.0740740740741;0.0;43.0;29.3935606061;14.0;2.0;2019-11;29.6296296296;18.5185185185;22.2222222222;22.2222222222;7.407407407409999;0.0
2019;11.0;;MARNE LA VALLEE;MARSEILLE ST CHARLES;216.306382979;238.0;3.0;;194.0;6.89957044674;5.64744680851;;36.0;37.9087962963;7.67822695035;;0.527777777778;0.138888888889;0.0555555555556;0.0833333333333;0.111111111111;0.0833333333333;36.0;37.9087962963;15.0;5.0;2019-11;52.7777777778;13.8888888889;5.555555555560001;8.33333333333;11.1111111111;8.33333333333
2019;11.0;;ANNECY;PARIS LYON;229.149253731;135.0;1.0;;14.0;6.92619047619;0.721766169154;;18.0;26.45;6.0631840796;;0.277777777778;0.222222222222;0.388888888889;0.0555555555556;0.0555555555556;0.0;18.0;26.45;5.0;1.0;2019-11;27.7777777778;22.2222222222;38.8888888889;5.555555555560001;5.555555555560001;0.0
2019;11.0;;LYON PART DIEU;PARIS LYON;120.627749577;595.0;4.0;;443.0;3.91640331076;2.88950930626;;54.0;23.6601851852;2.92667794698;;0.259259259259;0.0740740740741;0.240740740741;0.222222222222;0.0925925925926;0.111111111111;35.0;29.9433333333;11.0;2.0;2019-11;25.9259259259;7.407407407409999;24.0740740741;22.2222222222;9.25925925926;11.1111111111
2019;11.0;;PARIS LYON;MACON LOCHE;96.4;202.0;2.0;;58.0;8.5617816092;2.1455;;20.0;28.5325;3.62041666667;;0.210526315789;0.0526315789474;0.368421052632;0.315789473684;0.0526315789474;0.0;10.0;44.2116666667;6.0;2.0;2019-11;21.052631578899998;5.26315789474;36.8421052632;31.5789473684;5.26315789474;0.0
